PolicyNumber,PolicyType,Sex,Age,MaritalStatus,DriverRating,PastClaims,Deductible,AddressChange,VehicleCategory,Make,VehicleAge,VehiclePrice,AgentType,RepNumber,Year,Month,Week,Day,CarsInvolved,CollisionArea,Fault,InforceAccident,WitnessPresent,PoliceReport,MonthClaimed,WeekClaimed,DayClaimed,InforceClaim,Claim,Fraud
3097,Liability,Male,20,Single,1,2 to 4,400,0,Sport,Honda,0,>69000,External,15,2021,Feb,3,Friday,1,Urban,Policyholder,>30,No,No,Feb,4,Thursday,>30,71756.94132,0
3099,All Perils,Male,35,Married,4,1,400,0,Sedan,Hyundai,5,20000 to 29000,External,4,2021,Apr,4,Sunday,1,Urban,Third Party,>30,No,No,Apr,4,Tuesday,>30,1439.157606,0
3101,Liability,Male,49,Married,3,>4,700,0,Sport,Toyota,>7,>69000,External,16,2021,Mar,1,Monday,1,Urban,Policyholder,>30,No,No,Mar,2,Tuesday,>30,98545.37434,0
3102,Liability,Male,53,Married,2,1,400,0,Sport,Honda,7,30000 to 39000,External,12,2021,Apr,2,Sunday,1,Urban,Policyholder,>30,No,No,Apr,3,Wednesday,>30,62863.49076,0
3104,Collision,Male,29,Single,1,2 to 4,400,0,Sedan,Toyota,7,20000 to 29000,External,11,2021,Dec,3,Friday,1,Urban,Policyholder,>30,No,No,Dec,4,Friday,>30,8849.010101,0
3106,Collision,Male,21,Single,4,2 to 4,400,0,Sedan,Toyota,5,30000 to 39000,External,3,2021,Dec,3,Monday,1,Urban,Policyholder,>30,No,No,Dec,3,Wednesday,>30,14968.00758,0
3107,All Perils,Female,32,Single,2,0,400,0,Sedan,Ford,6,<20000,External,15,2021,Dec,3,Saturday,1,Urban,Policyholder,>30,No,No,Dec,4,Thursday,>30,2315.71109,0
3108,Liability,Male,42,Married,4,>4,400,0,Sport,VW,7,40000 to 59000,External,6,2021,Dec,3,Monday,1,Urban,Policyholder,>30,No,No,Dec,3,Monday,>30,26247.965,0
3109,Liability,Male,28,Single,2,1,400,4 to 8,Sport,Toyota,6,20000 to 29000,External,9,2021,Dec,3,Wednesday,2,Urban,Policyholder,>30,No,No,Dec,4,Thursday,>30,8430.397857,0
3110,Collision,Male,53,Married,4,2 to 4,400,0,Sedan,Hyundai,6,20000 to 29000,External,5,2021,Dec,4,Saturday,1,Urban,Policyholder,>30,No,No,Dec,4,Wednesday,>30,3627.460999,0
3112,All Perils,Male,60,Married,4,1,500,0,Sedan,Chevrolet,>7,30000 to 39000,External,13,2021,Dec,4,Friday,1,Urban,Policyholder,>30,Yes,Yes,Dec,4,Tuesday,>30,38878.24809,0
3113,All Perils,Male,18,Single,3,0,400,0,Sedan,Toyota,4,20000 to 29000,External,3,2021,Dec,3,Wednesday,1,Urban,Policyholder,>30,No,Yes,Dec,4,Thursday,>30,6181.724672,0
3114,Collision,Male,62,Married,3,0,400,0,Sedan,Hyundai,>7,20000 to 29000,External,16,2021,Dec,1,Saturday,1,Urban,Policyholder,>30,No,No,Dec,1,Monday,>30,3766.462248,0
3116,Liability,Male,74,Married,4,1,400,0,Sport,Mazda,>7,20000 to 29000,External,15,2021,Jul,2,Sunday,1,Urban,Policyholder,>30,No,No,Jul,5,Friday,>30,6322.742811,0
3117,Collision,Male,20,Single,4,0,400,0,Sport,Honda,3,>69000,External,12,2021,Jun,3,Wednesday,3 to 4,Urban,Third Party,>30,No,No,Jun,3,Thursday,>30,58284.29785,0
3118,All Perils,Male,51,Married,4,2 to 4,400,0,Sedan,Acura,7,20000 to 29000,External,7,2021,Apr,4,Monday,1,Urban,Policyholder,>30,No,No,May,2,Tuesday,>30,2555.000689,1
3120,Collision,Male,34,Single,4,2 to 4,400,0,Sedan,Hyundai,5,30000 to 39000,External,3,2021,Nov,1,Thursday,1,Urban,Policyholder,>30,No,No,Nov,3,Monday,>30,21723.04532,0
3121,Liability,Male,32,Single,1,2 to 4,400,0,Sport,Hyundai,7,30000 to 39000,Internal,7,2021,Oct,5,Friday,1,Urban,Policyholder,>30,No,No,Oct,5,Friday,>30,84964.75358,0
3123,Collision,Female,44,Married,3,2 to 4,400,0,Sedan,Hyundai,6,30000 to 39000,External,5,2021,Jun,3,Saturday,1,Urban,Policyholder,>30,No,No,Jun,3,Monday,>30,11699.10824,0
3124,Collision,Male,41,Married,1,0,400,0,Sedan,Honda,>7,30000 to 39000,External,2,2021,Oct,4,Friday,1,Urban,Third Party,>30,No,No,Nov,2,Friday,>30,5627.023972,0
3128,Collision,Male,45,Married,2,0,400,0,Sedan,Chevrolet,7,>69000,External,2,2021,May,3,Friday,1,Rural,Third Party,>30,No,No,May,4,Monday,>30,66034.99218,0
3130,All Perils,Male,18,Single,3,0,400,4 to 8,Sedan,Honda,0,>69000,External,8,2021,Apr,4,Tuesday,2,Urban,Policyholder,>30,No,No,May,1,Monday,>30,51716.57077,1
3131,Liability,Male,34,Single,3,>4,400,0,Sport,VW,5,>69000,External,6,2021,Jul,1,Friday,1,Urban,Third Party,>30,No,No,Jul,1,Monday,>30,50211.56971,0
3132,Liability,Male,36,Married,3,2 to 4,700,0,Sport,Toyota,7,30000 to 39000,External,6,2021,Apr,4,Tuesday,1,Urban,Policyholder,>30,No,No,Apr,4,Tuesday,>30,10419.80705,1
3133,All Perils,Male,26,Married,2,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,15,2021,Jul,3,Sunday,1,Urban,Third Party,>30,No,No,Aug,1,Wednesday,>30,634.4050745,0
3135,Liability,Male,41,Married,2,1,400,0,Sport,Toyota,>7,20000 to 29000,External,4,2021,Aug,2,Sunday,1,Urban,Policyholder,>30,No,No,Aug,2,Tuesday,>30,4342.377835,0
3137,All Perils,Male,52,Married,2,1,400,0,Sedan,Chevrolet,>7,20000 to 29000,External,3,2021,Sep,4,Wednesday,1,Urban,Policyholder,>30,No,No,Sep,4,Friday,>30,3854.399822,0
3138,All Perils,Male,30,Single,1,0,400,0,Sedan,Toyota,6,<20000,External,10,2021,Sep,3,Sunday,1,Urban,Policyholder,>30,No,No,Sep,4,Wednesday,>30,4091.221019,0
3139,Liability,Male,45,Married,3,2 to 4,400,0,Sport,Chevrolet,7,20000 to 29000,External,2,2021,Oct,2,Monday,1,Urban,Policyholder,>30,No,No,Oct,3,Wednesday,>30,5259.569938,0
3140,Liability,Male,30,Married,4,2 to 4,400,0,Sport,Hyundai,5,30000 to 39000,External,16,2021,Oct,1,Thursday,1,Rural,Policyholder,>30,No,No,Oct,2,Friday,>30,31062.22213,0
3141,Collision,Male,36,Married,4,0,400,0,Sedan,Mazda,7,20000 to 29000,External,1,2021,Apr,4,Tuesday,1,Rural,Policyholder,>30,No,No,May,1,Thursday,>30,3480.681355,1
3142,Liability,Male,38,Single,1,1,400,0,Sport,Hyundai,7,30000 to 39000,External,15,2021,Oct,4,Wednesday,1,Urban,Policyholder,>30,No,No,Oct,4,Thursday,>30,54029.94663,0
3143,All Perils,Female,35,Single,3,2 to 4,400,0,Sedan,Toyota,7,20000 to 29000,External,10,2021,Apr,4,Tuesday,1,Urban,Policyholder,>30,No,No,May,3,Tuesday,>30,3694.038659,1
3144,Collision,Male,36,Married,2,2 to 4,400,0,Sedan,Toyota,6,>69000,External,14,2021,Nov,2,Tuesday,1,Urban,Policyholder,>30,No,No,Nov,3,Thursday,>30,85807.90551,0
3145,Liability,Male,43,Married,1,2 to 4,400,0,Sport,Honda,7,30000 to 39000,External,15,2021,Dec,4,Monday,1,Urban,Policyholder,>30,No,No,Jan,1,Monday,>30,52494.33742,0
3146,Liability,Male,61,Married,4,2 to 4,400,0,Sport,Hyundai,6,>69000,External,7,2021,Dec,4,Thursday,1,Urban,Third Party,>30,No,No,Jan,1,Monday,>30,69127.72128,0
3147,Collision,Female,52,Married,2,0,400,0,Sedan,Toyota,5,20000 to 29000,External,12,2021,May,3,Monday,1,Urban,Policyholder,>30,No,No,May,3,Friday,>30,7056.973958,0
3148,Liability,Male,28,Married,1,1,400,0,Sport,Toyota,7,30000 to 39000,External,3,2021,May,3,Monday,1,Urban,Policyholder,>30,No,No,May,3,Monday,>30,78329.30949,0
3150,Collision,Male,28,Married,4,1,400,0,Sedan,Honda,6,20000 to 29000,External,2,2021,Nov,4,Wednesday,1,Urban,Policyholder,>30,No,No,Nov,4,Wednesday,>30,8045.632362,0
3152,Collision,Female,32,Single,1,1,400,0,Sedan,Toyota,5,20000 to 29000,External,6,2021,Aug,5,Wednesday,1,Rural,Policyholder,>30,No,No,Sep,1,Thursday,>30,2676.740219,0
3153,Collision,Male,51,Married,3,2 to 4,400,0,Sedan,Toyota,7,20000 to 29000,External,11,2021,Jul,3,Tuesday,1,Urban,Policyholder,>30,No,No,Jul,4,Tuesday,>30,3646.167918,0
3154,Collision,Male,38,Married,2,1,400,0,Sedan,Hyundai,7,20000 to 29000,External,15,2021,Jul,3,Tuesday,1,Urban,Policyholder,>30,No,No,Jul,3,Wednesday,>30,9368.46598,0
3155,Collision,Male,55,Married,2,2 to 4,400,0,Sedan,Hyundai,7,20000 to 29000,External,4,2021,Dec,1,Saturday,1,Urban,Third Party,>30,No,No,Jan,1,Wednesday,>30,1222.099329,0
3162,Liability,Female,41,Married,3,2 to 4,400,0,Sport,Honda,3,>69000,External,16,2021,Sep,3,Monday,1,Urban,Policyholder,>30,No,No,Sep,3,Tuesday,>30,99812.63479,0
3163,All Perils,Male,43,Married,4,0,700,2 to 3,Sedan,Hyundai,>7,20000 to 29000,External,16,2021,Oct,2,Monday,1,Urban,Policyholder,>30,No,No,Oct,2,Wednesday,>30,5905.758831,0
3164,Liability,Male,34,Single,3,0,400,0,Sport,Honda,6,20000 to 29000,External,8,2021,Nov,4,Sunday,1,Urban,Third Party,>30,No,No,Nov,4,Monday,>30,1454.058812,0
3166,Collision,Male,20,Single,3,2 to 4,400,0,Sedan,Hyundai,3,20000 to 29000,External,15,2021,Jan,2,Saturday,1,Urban,Policyholder,>30,No,No,Mar,4,Monday,>30,7112.197072,0
3167,Collision,Male,26,Married,2,2 to 4,400,0,Sedan,Toyota,6,20000 to 29000,External,6,2021,Feb,4,Friday,1,Urban,Third Party,>30,No,No,Mar,1,Friday,>30,4610.722108,0
3168,All Perils,Male,58,Married,3,1,400,0,Sedan,Hyundai,>7,20000 to 29000,External,9,2021,Jan,1,Sunday,1,Urban,Policyholder,>30,No,No,Dec,5,Thursday,>30,9949.928421,0
3169,All Perils,Male,40,Married,4,2 to 4,400,0,Sedan,VW,>7,30000 to 39000,External,12,2021,Feb,4,Monday,1,Rural,Policyholder,>30,No,No,Mar,1,Friday,>30,18721.37223,0
3170,Liability,Male,47,Married,2,0,400,0,Sport,VW,7,40000 to 59000,External,11,2021,Dec,3,Friday,1,Urban,Third Party,>30,No,No,Jan,2,Monday,>30,4183.293023,0
3171,Liability,Female,27,Single,1,1,400,0,Sport,Mazda,7,30000 to 39000,External,1,2021,Aug,1,Friday,1,Urban,Policyholder,>30,No,No,Aug,2,Tuesday,>30,63150.59784,0
3172,Collision,Male,57,Married,4,1,400,4 to 8,Sedan,Toyota,>7,20000 to 29000,External,1,2021,Apr,2,Tuesday,2,Urban,Policyholder,>30,No,Yes,May,3,Monday,>30,5827.662199,0
3173,All Perils,Male,16,Single,1,0,400,0,Sedan,Honda,0,>69000,External,3,2021,Apr,4,Wednesday,1,Urban,Policyholder,>30,No,No,May,1,Tuesday,>30,56479.09066,1
3174,Liability,Male,30,Single,1,2 to 4,400,0,Sport,Mazda,6,20000 to 29000,External,15,2021,Sep,4,Sunday,1,Urban,Policyholder,>30,No,No,Sep,4,Monday,>30,1617.722323,0
3175,Collision,Male,50,Married,2,2 to 4,400,0,Sedan,Hyundai,6,20000 to 29000,External,5,2021,Dec,2,Tuesday,1,Rural,Policyholder,>30,No,No,Dec,3,Thursday,>30,6997.517541,0
3176,Liability,Male,34,Married,2,2 to 4,400,0,Sport,Chevrolet,6,30000 to 39000,External,7,2021,Dec,2,Saturday,1,Urban,Third Party,>30,No,No,Dec,2,Monday,>30,61508.90773,0
3177,Liability,Male,79,Married,1,2 to 4,400,0,Sport,Toyota,>7,30000 to 39000,External,5,2021,Sep,4,Saturday,1,Urban,Policyholder,>30,No,No,Sep,4,Monday,>30,98226.78665,0
3178,All Perils,Male,36,Married,2,0,400,0,Sedan,VW,7,>69000,External,10,2021,Dec,3,Wednesday,1,Urban,Policyholder,>30,No,No,Jan,2,Thursday,>30,89688.90592,0
3180,All Perils,Male,52,Married,4,2 to 4,400,0,Utility,Chevrolet,>7,>69000,External,15,2021,Apr,4,Wednesday,1,Urban,Third Party,>30,No,No,May,1,Tuesday,>30,50201.42845,0
3181,Collision,Male,39,Married,4,2 to 4,400,0,Sedan,Hyundai,7,30000 to 39000,External,4,2021,Jun,2,Wednesday,1,Rural,Policyholder,>30,No,No,Jun,3,Wednesday,>30,13674.87301,0
3182,Liability,Male,27,Single,1,0,400,0,Sport,Hyundai,6,20000 to 29000,External,6,2021,Sep,5,Friday,1,Urban,Third Party,>30,No,No,Oct,1,Tuesday,>30,3481.99293,0
3183,Collision,Male,34,Married,1,0,400,0,Sedan,Hyundai,7,>69000,Internal,3,2021,Sep,5,Friday,1,Rural,Policyholder,>30,No,No,Oct,1,Wednesday,>30,79523.40537,0
3186,Liability,Male,51,Married,1,>4,400,1,Sport,Mazda,>7,20000 to 29000,External,14,2021,Dec,3,Monday,1,Urban,Policyholder,>30,No,No,Dec,3,Tuesday,>30,12940.6619,0
3187,All Perils,Male,40,Married,2,1,400,0,Sedan,Hyundai,5,>69000,External,1,2021,Apr,4,Wednesday,1,Urban,Policyholder,>30,No,No,May,1,Tuesday,>30,67031.36799,1
3188,Liability,Male,38,Married,4,>4,400,0,Sport,Chevrolet,7,20000 to 29000,External,12,2021,Sep,3,Friday,1,Urban,Policyholder,>30,No,No,Sep,4,Tuesday,>30,31249.71932,0
3189,Liability,Male,28,Single,2,2 to 4,400,0,Sport,Mazda,6,30000 to 39000,External,9,2021,Sep,2,Tuesday,1,Urban,Policyholder,>30,No,No,Sep,3,Wednesday,>30,55138.15269,0
3190,All Perils,Male,27,Married,2,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,1,2021,Sep,3,Wednesday,1,Rural,Third Party,>30,No,No,Sep,4,Monday,>30,2195.445394,0
3191,Liability,Male,54,Married,3,0,400,0,Sport,Honda,>7,30000 to 39000,External,4,2021,Jul,2,Wednesday,1,Urban,Policyholder,>30,No,No,Jul,3,Monday,>30,7882.460176,0
3192,Collision,Male,45,Single,4,2 to 4,400,0,Sedan,Toyota,>7,40000 to 59000,External,16,2021,Apr,5,Thursday,1,Urban,Policyholder,>30,No,No,Apr,5,Thursday,>30,27049.20926,1
3193,Collision,Male,63,Married,3,1,400,4 to 8,Sedan,Toyota,>7,30000 to 39000,External,2,2021,Apr,5,Thursday,2,Urban,Policyholder,>30,No,No,Apr,5,Thursday,>30,22193.39799,1
3194,Collision,Male,50,Married,1,0,700,0,Sedan,Hyundai,>7,20000 to 29000,External,10,2021,May,4,Sunday,1,Urban,Policyholder,>30,No,No,Jun,2,Wednesday,>30,3272.867361,0
3196,Collision,Male,33,Married,1,2 to 4,400,0,Sedan,Honda,7,20000 to 29000,External,9,2021,May,2,Thursday,1,Urban,Third Party,>30,No,No,May,2,Friday,>30,939.3497871,0
3197,Liability,Male,39,Married,2,2 to 4,400,0,Sport,Hyundai,7,30000 to 39000,External,14,2021,May,2,Wednesday,1,Urban,Policyholder,>30,No,No,May,2,Wednesday,>30,53404.0297,0
3200,Collision,Male,23,Married,3,1,400,0,Sedan,Toyota,5,20000 to 29000,External,5,2021,May,1,Saturday,1,Urban,Policyholder,>30,No,No,May,2,Thursday,>30,3823.658765,0
3201,All Perils,Male,25,Single,1,0,400,0,Sedan,Hyundai,2,20000 to 29000,External,4,2021,Apr,5,Sunday,1,Urban,Third Party,>30,No,No,May,2,Friday,>30,4647.072583,0
3202,Liability,Male,57,Married,3,2 to 4,400,0,Sport,Hyundai,7,20000 to 29000,External,12,2021,Oct,3,Saturday,1,Urban,Policyholder,>30,No,No,Nov,3,Monday,>30,3677.944948,0
3204,All Perils,Male,46,Married,1,1,400,0,Sedan,Chevrolet,>7,30000 to 39000,External,8,2021,Sep,4,Sunday,1,Urban,Policyholder,>30,No,No,Oct,1,Wednesday,>30,66390.23369,0
3205,Collision,Male,30,Married,3,2 to 4,400,0,Sedan,Toyota,7,20000 to 29000,External,7,2021,Sep,4,Friday,1,Urban,Policyholder,>30,No,No,Sep,4,Friday,>30,2120.351934,0
3206,Collision,Female,22,Single,2,>4,400,0,Sedan,Hyundai,5,20000 to 29000,External,7,2021,Sep,3,Saturday,1,Urban,Policyholder,>30,No,No,Sep,4,Friday,>30,18688.06646,0
3207,Liability,Male,49,Married,3,0,400,0,Sport,Chevrolet,>7,>69000,External,16,2021,Sep,1,Monday,1,Urban,Third Party,>30,No,No,Sep,2,Thursday,>30,62888.308,0
3208,Liability,Female,30,Single,4,0,400,0,Sport,Mazda,6,20000 to 29000,External,12,2021,Sep,1,Tuesday,1,Urban,Third Party,>30,No,No,Sep,3,Thursday,>30,8997.946419,0
3210,All Perils,Male,49,Married,2,1,400,0,Sedan,Hyundai,6,20000 to 29000,External,2,2021,Apr,5,Friday,1,Urban,Policyholder,>30,No,No,May,1,Wednesday,>30,2633.555243,1
3211,Liability,Male,26,Married,4,>4,400,0,Sport,Toyota,7,30000 to 39000,External,16,2021,May,3,Thursday,1,Urban,Policyholder,>30,No,No,May,3,Thursday,>30,25890.50677,0
3213,Liability,Male,42,Married,4,2 to 4,400,0,Sport,Honda,7,20000 to 29000,External,16,2021,Mar,1,Tuesday,1,Urban,Policyholder,>30,No,No,Mar,1,Friday,>30,5960.720717,0
3214,Collision,Male,17,Single,1,1,300,2 to 3,Sedan,Honda,0,>69000,External,9,2021,Feb,5,Monday,2,Urban,Policyholder,>30,No,No,Mar,1,Tuesday,>30,69029.5914,0
3216,All Perils,Male,52,Married,3,0,400,0,Sedan,Toyota,>7,20000 to 29000,External,10,2021,Apr,3,Friday,1,Urban,Policyholder,>30,No,No,Apr,3,Wednesday,>30,5945.673417,0
3217,Collision,Female,45,Married,1,1,400,0,Sedan,Hyundai,7,20000 to 29000,External,5,2021,Apr,5,Friday,1,Urban,Third Party,>30,No,No,May,1,Friday,>30,4177.531266,0
3219,All Perils,Male,54,Married,1,2 to 4,400,0,Sedan,Acura,>7,>69000,External,12,2021,Jul,4,Wednesday,1,Urban,Third Party,>30,No,No,Aug,1,Monday,>30,69570.36943,0
3220,All Perils,Male,35,Married,3,0,400,0,Sedan,Mazda,7,30000 to 39000,External,5,2021,Aug,4,Tuesday,1,Urban,Policyholder,>30,No,No,Sep,4,Thursday,>30,5752.635668,0
3221,Liability,Male,71,Married,1,2 to 4,400,0,Sport,VW,>7,60000 to 69000,External,1,2021,Sep,5,Thursday,1,Urban,Third Party,>30,No,No,Oct,1,Tuesday,>30,53128.31394,0
3222,Liability,Female,23,Single,4,2 to 4,400,0,Sport,Mazda,2,20000 to 29000,External,8,2021,Sep,5,Friday,1,Urban,Policyholder,>30,No,No,Oct,2,Tuesday,>30,7557.806286,0
3225,Liability,Male,38,Married,1,2 to 4,700,0,Sport,VW,7,>69000,External,1,2021,Apr,4,Saturday,1,Urban,Policyholder,>30,No,No,Apr,4,Wednesday,>30,56510.95372,0
3226,Collision,Female,33,Married,1,1,400,0,Sedan,Hyundai,7,<20000,External,16,2021,Jun,4,Tuesday,1,Urban,Third Party,>30,No,No,Sep,4,Thursday,>30,9530.692994,0
3227,Liability,Male,45,Married,4,>4,400,0,Sport,Honda,7,20000 to 29000,External,1,2021,Aug,4,Thursday,1,Urban,Policyholder,>30,No,No,Aug,4,Friday,>30,10501.79929,0
3228,Collision,Male,44,Married,4,>4,400,0,Sedan,Toyota,7,20000 to 29000,External,14,2021,Sep,1,Tuesday,1,Urban,Policyholder,>30,No,Yes,Sep,4,Thursday,>30,11425.71129,0
3229,All Perils,Male,43,Married,2,1,400,0,Sedan,Honda,7,20000 to 29000,External,10,2021,Oct,5,Monday,1,Urban,Policyholder,>30,No,No,Nov,1,Friday,>30,6456.787365,0
3230,Liability,Female,30,Single,3,2 to 4,400,0,Sport,Hyundai,5,20000 to 29000,External,2,2021,Nov,2,Monday,1,Urban,Policyholder,>30,No,No,Nov,3,Wednesday,>30,9534.115706,0
3231,Liability,Male,39,Married,1,>4,400,0,Sport,Ford,7,20000 to 29000,External,6,2021,Nov,3,Thursday,1,Urban,Policyholder,>30,No,No,Nov,3,Friday,>30,14724.39576,0
3232,Collision,Male,41,Married,3,>4,400,0,Sedan,Toyota,7,20000 to 29000,External,2,2021,Dec,4,Tuesday,1,Urban,Policyholder,>30,No,No,Dec,4,Tuesday,>30,30353.54571,0
3233,Liability,Male,58,Married,2,2 to 4,400,0,Sport,Mazda,>7,20000 to 29000,External,7,2021,Dec,4,Tuesday,1,Urban,Policyholder,>30,No,No,Dec,5,Thursday,>30,9266.561857,0
3234,Liability,Female,31,Single,1,2 to 4,400,0,Sport,Honda,6,20000 to 29000,External,4,2021,Nov,2,Sunday,1,Urban,Policyholder,>30,No,No,Nov,2,Monday,>30,9793.872647,0
3235,Collision,Male,67,Married,4,0,400,4 to 8,Sedan,Ford,>7,30000 to 39000,External,9,2021,Sep,1,Tuesday,2,Urban,Policyholder,>30,No,No,Sep,1,Tuesday,>30,8867.84849,0
3236,Collision,Male,21,Single,3,1,400,0,Sedan,Toyota,6,20000 to 29000,External,11,2021,Aug,3,Sunday,1,Urban,Policyholder,>30,No,No,Sep,5,Thursday,>30,5753.114144,0
3237,Collision,Male,33,Married,3,2 to 4,400,0,Sedan,Mazda,7,20000 to 29000,External,3,2021,Jun,4,Saturday,1,Urban,Policyholder,>30,No,No,Jun,4,Tuesday,>30,7981.298902,0
3242,Liability,Female,44,Married,1,1,400,0,Sport,Hyundai,7,40000 to 59000,External,16,2021,Dec,4,Saturday,1,Urban,Policyholder,>30,No,No,Dec,5,Thursday,>30,67668.95452,0
3243,Collision,Male,43,Married,4,>4,400,0,Sedan,Mazda,7,20000 to 29000,External,16,2021,Dec,1,Sunday,1,Urban,Policyholder,>30,No,No,Jan,4,Monday,>30,32377.51228,0
3245,Liability,Female,44,Married,2,2 to 4,400,0,Sport,Honda,7,20000 to 29000,External,5,2021,Nov,1,Thursday,1,Urban,Policyholder,>30,No,No,Nov,2,Tuesday,>30,3061.551192,0
3247,Collision,Male,38,Married,4,2 to 4,400,0,Sedan,Honda,7,20000 to 29000,External,8,2021,Sep,4,Thursday,1,Urban,Policyholder,>30,No,No,Sep,4,Friday,>30,1061.845279,0
3248,Liability,Male,34,Single,3,0,400,0,Sport,Hyundai,6,30000 to 39000,External,14,2021,Aug,5,Monday,1,Urban,Policyholder,>30,No,No,Sep,1,Monday,>30,5957.392985,0
3249,Liability,Male,61,Married,1,0,400,0,Sport,Chevrolet,7,30000 to 39000,External,12,2021,Aug,4,Friday,1,Rural,Policyholder,>30,No,No,Aug,5,Wednesday,>30,6193.206104,0
3250,Liability,Female,28,Single,1,>4,400,0,Sport,Honda,6,20000 to 29000,External,1,2021,Aug,4,Thursday,1,Urban,Policyholder,>30,No,No,Sep,1,Thursday,>30,30672.91016,0
3251,All Perils,Male,18,Single,4,0,400,0,Sedan,Honda,0,>69000,External,1,2021,May,1,Sunday,1,Urban,Policyholder,>30,No,No,May,3,Tuesday,>30,80176.99895,1
3253,All Perils,Male,29,Married,1,1,400,0,Sedan,Hyundai,7,20000 to 29000,External,16,2021,Jul,4,Wednesday,1,Urban,Third Party,>30,No,No,Aug,1,Tuesday,>30,7612.618944,0
3255,All Perils,Male,27,Married,1,1,400,0,Sedan,Hyundai,5,20000 to 29000,External,14,2021,Jul,1,Friday,1,Urban,Policyholder,>30,No,No,Jul,1,Saturday,>30,3081.91071,0
3256,All Perils,Female,21,Married,4,1,400,4 to 8,Sedan,Toyota,2,20000 to 29000,External,15,2021,Jun,4,Sunday,2,Urban,Third Party,>30,No,No,Jun,5,Tuesday,>30,7486.521484,0
3257,All Perils,Male,46,Married,4,2 to 4,400,0,Sedan,Hyundai,>7,20000 to 29000,External,8,2021,May,5,Saturday,1,Urban,Policyholder,>30,No,No,May,5,Monday,>30,3851.384075,0
3258,Liability,Male,51,Married,4,0,400,0,Sport,Chevrolet,>7,30000 to 39000,External,6,2021,Apr,4,Monday,1,Urban,Policyholder,>30,No,No,Apr,4,Tuesday,>30,6305.458444,0
3259,All Perils,Male,19,Single,2,0,400,0,Sedan,Honda,0,>69000,External,1,2021,May,1,Sunday,1,Urban,Policyholder,>30,No,No,May,1,Tuesday,>30,50943.27551,1
3261,Collision,Male,31,Married,4,2 to 4,400,0,Sedan,Hyundai,6,20000 to 29000,External,14,2021,Apr,2,Sunday,1,Urban,Policyholder,>30,No,No,Apr,3,Monday,>30,9610.347916,0
3262,Liability,Male,44,Married,2,>4,400,0,Sport,Toyota,7,40000 to 59000,External,1,2021,Mar,1,Tuesday,1,Urban,Policyholder,>30,No,No,Mar,3,Tuesday,>30,51093.77029,0
3263,Collision,Male,34,Single,1,2 to 4,400,0,Sedan,Toyota,7,20000 to 29000,External,12,2021,Jan,3,Saturday,1,Urban,Policyholder,>30,No,No,Jan,3,Wednesday,>30,5594.280051,0
3265,Collision,Male,40,Married,1,0,500,2 to 3,Sedan,Mazda,7,30000 to 39000,External,14,2021,May,3,Friday,1,Urban,Third Party,>30,No,No,May,4,Monday,>30,7235.020108,1
3266,All Perils,Male,32,Married,4,2 to 4,400,0,Sedan,Hyundai,6,20000 to 29000,External,10,2021,May,2,Thursday,1,Urban,Policyholder,>30,No,No,May,2,Thursday,>30,4665.096164,0
3267,Collision,Female,41,Divorced,3,2 to 4,400,0,Sedan,Hyundai,7,20000 to 29000,External,5,2021,Aug,1,Thursday,1,Rural,Third Party,>30,No,No,Aug,2,Wednesday,>30,4568.846736,0
3269,Liability,Male,34,Single,1,1,400,0,Sport,Chevrolet,5,20000 to 29000,External,12,2021,Mar,4,Wednesday,1,Urban,Third Party,>30,No,No,Apr,2,Friday,>30,2885.589641,0
3270,All Perils,Male,51,Married,3,1,400,0,Sedan,Chevrolet,>7,30000 to 39000,External,7,2021,May,1,Friday,1,Urban,Third Party,>30,No,No,May,3,Wednesday,>30,10978.50444,0
3271,Liability,Male,41,Single,2,>4,400,0,Sport,Chevrolet,7,30000 to 39000,External,5,2021,May,5,Wednesday,1,Urban,Policyholder,>30,No,No,May,5,Wednesday,>30,52942.99271,0
3272,Liability,Male,45,Married,3,2 to 4,400,0,Sport,Hyundai,7,>69000,External,7,2021,Jun,1,Thursday,1,Urban,Policyholder,>30,No,No,Jun,1,Thursday,>30,75001.97043,0
3273,All Perils,Male,35,Married,3,1,400,0,Sedan,Toyota,7,20000 to 29000,External,4,2021,Aug,3,Wednesday,1,Urban,Policyholder,>30,No,No,Jul,2,Tuesday,>30,6277.342391,0
3274,Liability,Male,46,Married,1,>4,400,0,Sport,Hyundai,>7,30000 to 39000,External,4,2021,May,5,Tuesday,1,Urban,Policyholder,>30,No,No,Jun,3,Tuesday,>30,87808.1069,0
3276,Collision,Male,31,Married,4,>4,400,0,Sedan,Chevrolet,6,20000 to 29000,External,2,2021,May,1,Tuesday,1,Urban,Policyholder,>30,No,No,May,2,Wednesday,>30,12992.49205,1
3277,Liability,Female,26,Married,4,1,400,1,Sport,Toyota,5,>69000,External,14,2021,Sep,1,Saturday,2,Urban,Policyholder,>30,No,No,Sep,1,Monday,>30,99266.01895,0
3278,All Perils,Male,52,Married,3,0,400,0,Sedan,Mazda,6,30000 to 39000,External,2,2021,Sep,1,Friday,1,Urban,Third Party,>30,No,No,Sep,1,Tuesday,>30,5588.837296,0
