PolicyNumber,PolicyType,Sex,Age,MaritalStatus,DriverRating,PastClaims,Deductible,AddressChange,VehicleCategory,Make,VehicleAge,VehiclePrice,AgentType,RepNumber,Year,Month,Week,Day,CarsInvolved,CollisionArea,Fault,InforceAccident,WitnessPresent,PoliceReport,MonthClaimed,WeekClaimed,DayClaimed,InforceClaim,Claim,Fraud
2821,Collision,Male,37,Married,2,0,400,0,Sedan,Chevrolet,>7,>69000,External,12,2021,Apr,2,Wednesday,1,Urban,Policyholder,>30,No,No,Apr,3,Friday,>30,64601.50353,1
2822,All Perils,Female,30,Married,4,2 to 4,700,1,Sedan,Hyundai,7,20000 to 29000,External,11,2021,Apr,2,Wednesday,1,Urban,Policyholder,>30,No,No,Apr,4,Thursday,>30,5023.602639,1
2852,Collision,Male,51,Married,1,0,400,0,Sport,Honda,7,>69000,External,8,2021,Apr,3,Thursday,1,Urban,Policyholder,>30,No,No,May,3,Thursday,>30,84577.13472,1
2857,All Perils,Male,41,Married,2,0,500,2 to 3,Sedan,Hyundai,7,20000 to 29000,External,12,2021,Apr,2,Monday,2,Urban,Third Party,>30,No,No,Apr,3,Friday,>30,6744.663293,1
2864,Collision,Male,33,Married,2,2 to 4,400,0,Sedan,Hyundai,5,30000 to 39000,External,8,2021,Apr,3,Friday,1,Urban,Policyholder,>30,No,No,Apr,3,Tuesday,>30,52273.79195,1
2886,All Perils,Female,28,Single,1,2 to 4,400,0,Sedan,Hyundai,7,20000 to 29000,External,1,2021,Apr,3,Friday,1,Urban,Policyholder,>30,No,No,Apr,3,Monday,>30,3463.427287,1
2910,All Perils,Female,28,Single,1,2 to 4,400,0,Sedan,Toyota,7,20000 to 29000,External,3,2021,Apr,3,Saturday,1,Rural,Policyholder,>30,No,No,Jun,4,Thursday,>30,865.5416605,1
2923,Collision,Male,34,Single,4,2 to 4,400,0,Sedan,Ford,6,20000 to 29000,External,6,2021,Apr,3,Saturday,1,Rural,Policyholder,>30,No,No,May,1,Monday,>30,1291.754814,1
2939,Collision,Male,48,Married,4,1,400,0,Sedan,Honda,>7,20000 to 29000,External,8,2021,Apr,3,Sunday,1,Urban,Policyholder,>30,No,No,Apr,3,Wednesday,>30,1649.872728,1
2963,All Perils,Male,37,Married,1,2 to 4,400,0,Sedan,Honda,>7,30000 to 39000,External,16,2021,Apr,3,Monday,1,Urban,Policyholder,>30,No,No,Apr,4,Thursday,>30,83591.43319,1
2968,Liability,Male,17,Single,4,>4,400,0,Sport,Honda,0,>69000,External,11,2021,Apr,3,Monday,1,Urban,Policyholder,>30,No,No,Apr,3,Tuesday,>30,62822.32241,1
3000,All Perils,Male,32,Married,4,1,400,0,Sedan,Hyundai,6,20000 to 29000,External,2,2021,Apr,3,Wednesday,1,Urban,Policyholder,>30,No,No,May,2,Thursday,>30,8615.867691,1
3011,Collision,Male,37,Married,4,>4,400,0,Sedan,Hyundai,7,20000 to 29000,External,10,2021,Apr,3,Wednesday,1,Urban,Policyholder,>30,No,No,May,2,Monday,>30,37905.56242,1
3033,All Perils,Male,29,Married,1,>4,400,0,Sedan,Chevrolet,7,30000 to 39000,External,10,2021,Apr,4,Thursday,1,Urban,Policyholder,>30,No,No,Jul,1,Friday,>30,50429.70252,1
3042,All Perils,Male,20,Single,4,2 to 4,400,0,Sedan,Honda,0,>69000,External,9,2021,Apr,4,Friday,1,Urban,Policyholder,>30,No,No,Apr,4,Tuesday,>30,63282.71437,1
3054,All Perils,Male,25,Single,4,0,400,0,Sedan,Hyundai,3,20000 to 29000,External,6,2021,Apr,4,Friday,1,Urban,Policyholder,>30,No,No,Jun,3,Friday,>30,1815.569212,1
3079,Collision,Male,34,Married,2,1,400,0,Sedan,Toyota,7,20000 to 29000,External,2,2021,Apr,4,Saturday,1,Urban,Policyholder,>30,No,No,May,1,Friday,>30,8882.260866,1
3096,Collision,Female,27,Married,1,2 to 4,400,0,Sedan,Hyundai,7,20000 to 29000,External,9,2021,Apr,4,Sunday,1,Urban,Policyholder,>30,No,No,May,1,Tuesday,>30,7749.746844,1
3118,All Perils,Male,51,Married,4,2 to 4,400,0,Sedan,Acura,7,20000 to 29000,External,7,2021,Apr,4,Monday,1,Urban,Policyholder,>30,No,No,May,2,Tuesday,>30,2555.000689,1
3130,All Perils,Male,18,Single,3,0,400,4 to 8,Sedan,Honda,0,>69000,External,8,2021,Apr,4,Tuesday,2,Urban,Policyholder,>30,No,No,May,1,Monday,>30,51716.57077,1
3132,Liability,Male,36,Married,3,2 to 4,700,0,Sport,Toyota,7,30000 to 39000,External,6,2021,Apr,4,Tuesday,1,Urban,Policyholder,>30,No,No,Apr,4,Tuesday,>30,10419.80705,1
3141,Collision,Male,36,Married,4,0,400,0,Sedan,Mazda,7,20000 to 29000,External,1,2021,Apr,4,Tuesday,1,Rural,Policyholder,>30,No,No,May,1,Thursday,>30,3480.681355,1
3143,All Perils,Female,35,Single,3,2 to 4,400,0,Sedan,Toyota,7,20000 to 29000,External,10,2021,Apr,4,Tuesday,1,Urban,Policyholder,>30,No,No,May,3,Tuesday,>30,3694.038659,1
3173,All Perils,Male,16,Single,1,0,400,0,Sedan,Honda,0,>69000,External,3,2021,Apr,4,Wednesday,1,Urban,Policyholder,>30,No,No,May,1,Tuesday,>30,56479.09066,1
3187,All Perils,Male,40,Married,2,1,400,0,Sedan,Hyundai,5,>69000,External,1,2021,Apr,4,Wednesday,1,Urban,Policyholder,>30,No,No,May,1,Tuesday,>30,67031.36799,1
3192,Collision,Male,45,Single,4,2 to 4,400,0,Sedan,Toyota,>7,40000 to 59000,External,16,2021,Apr,5,Thursday,1,Urban,Policyholder,>30,No,No,Apr,5,Thursday,>30,27049.20926,1
3193,Collision,Male,63,Married,3,1,400,4 to 8,Sedan,Toyota,>7,30000 to 39000,External,2,2021,Apr,5,Thursday,2,Urban,Policyholder,>30,No,No,Apr,5,Thursday,>30,22193.39799,1
3210,All Perils,Male,49,Married,2,1,400,0,Sedan,Hyundai,6,20000 to 29000,External,2,2021,Apr,5,Friday,1,Urban,Policyholder,>30,No,No,May,1,Wednesday,>30,2633.555243,1
3251,All Perils,Male,18,Single,4,0,400,0,Sedan,Honda,0,>69000,External,1,2021,May,1,Sunday,1,Urban,Policyholder,>30,No,No,May,3,Tuesday,>30,80176.99895,1
3259,All Perils,Male,19,Single,2,0,400,0,Sedan,Honda,0,>69000,External,1,2021,May,1,Sunday,1,Urban,Policyholder,>30,No,No,May,1,Tuesday,>30,50943.27551,1
3265,Collision,Male,40,Married,1,0,500,2 to 3,Sedan,Mazda,7,30000 to 39000,External,14,2021,May,3,Friday,1,Urban,Third Party,>30,No,No,May,4,Monday,>30,7235.020108,1
3276,Collision,Male,31,Married,4,>4,400,0,Sedan,Chevrolet,6,20000 to 29000,External,2,2021,May,1,Tuesday,1,Urban,Policyholder,>30,No,No,May,2,Wednesday,>30,12992.49205,1
3298,Collision,Male,46,Married,1,1,400,4 to 8,Sedan,Toyota,7,20000 to 29000,External,14,2021,May,1,Tuesday,2,Urban,Policyholder,>30,No,No,May,1,Thursday,>30,3139.651025,1
3407,Collision,Male,39,Single,1,0,400,0,Sedan,Hyundai,7,<20000,External,5,2021,May,1,Friday,1,Urban,Policyholder,>30,No,No,May,1,Friday,>30,4768.230596,1
3408,Collision,Male,51,Married,1,0,400,0,Sedan,Toyota,7,20000 to 29000,External,11,2021,May,1,Friday,1,Urban,Policyholder,>30,No,No,Jun,2,Thursday,>30,6904.191423,1
3422,All Perils,Male,33,Single,2,1,400,0,Sedan,Hyundai,5,20000 to 29000,External,2,2021,May,1,Friday,1,Urban,Policyholder,>30,No,No,May,3,Monday,>30,5016.427044,1
3423,All Perils,Male,30,Divorced,1,2 to 4,400,0,Sedan,Honda,6,30000 to 39000,External,14,2021,May,1,Friday,1,Urban,Policyholder,>30,No,No,May,2,Wednesday,>30,61508.90773,1
3444,Collision,Male,26,Single,3,0,400,0,Sedan,Mazda,7,20000 to 29000,External,13,2021,May,2,Saturday,1,Urban,Policyholder,>30,No,No,May,2,Monday,>30,8834.026058,1
3457,Collision,Male,29,Single,1,1,400,0,Sedan,Mazda,7,20000 to 29000,External,4,2021,May,2,Sunday,1,Rural,Policyholder,>30,No,No,May,4,Tuesday,>30,8146.666023,1
3463,All Perils,Male,28,Married,4,2 to 4,400,0,Sedan,Mazda,7,30000 to 39000,External,9,2021,May,2,Sunday,1,Urban,Policyholder,>30,No,No,May,2,Friday,>30,28574.49679,1
3493,All Perils,Male,48,Married,3,0,400,0,Sedan,Honda,>7,<20000,External,16,2021,May,2,Monday,1,Urban,Policyholder,>30,No,No,May,3,Monday,>30,6557.842309,1
3502,All Perils,Male,35,Married,4,2 to 4,400,0,Sedan,Acura,7,>69000,External,2,2021,May,2,Monday,1,Rural,Policyholder,>30,No,No,May,2,Wednesday,>30,51335.82906,1
3520,Collision,Male,33,Married,4,0,500,2 to 3,Sport,Mazda,7,>69000,External,11,2021,May,3,Friday,1,Urban,Third Party,>30,No,No,May,4,Wednesday,>30,50653.91045,1
3550,All Perils,Male,37,Married,1,2 to 4,400,1,Sedan,Hyundai,7,20000 to 29000,External,16,2021,May,2,Tuesday,2,Urban,Policyholder,>30,No,No,Jun,3,Friday,>30,3409.252394,1
3556,All Perils,Male,48,Married,1,0,400,0,Sedan,Toyota,7,20000 to 29000,External,5,2021,May,2,Tuesday,1,Urban,Policyholder,>30,No,No,May,3,Tuesday,>30,7847.840532,1
3557,All Perils,Female,41,Single,2,2 to 4,400,0,Sedan,Toyota,7,<20000,External,15,2021,May,2,Tuesday,1,Rural,Policyholder,>30,No,No,May,3,Monday,>30,5522.338034,1
3580,All Perils,Male,38,Married,1,1,400,0,Sedan,Mazda,7,20000 to 29000,External,5,2021,May,2,Wednesday,1,Urban,Policyholder,>30,No,No,May,2,Thursday,>30,960.1528728,1
3586,All Perils,Male,60,Married,1,0,400,0,Utility,Acura,>7,>69000,External,7,2021,May,2,Wednesday,1,Urban,Policyholder,>30,No,No,May,3,Monday,>30,98988.39793,1
3589,All Perils,Male,27,Single,4,0,400,0,Sedan,Hyundai,6,20000 to 29000,External,16,2021,May,2,Thursday,1,Rural,Policyholder,>30,No,No,Jun,3,Tuesday,>30,4448.006727,1
3599,All Perils,Male,39,Married,3,2 to 4,400,0,Sedan,Toyota,6,<20000,External,12,2021,May,2,Thursday,1,Urban,Policyholder,0,No,No,May,4,Tuesday,15 to 30,584.3931693,1
3614,All Perils,Male,50,Married,1,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,5,2021,May,2,Friday,1,Urban,Policyholder,>30,No,No,May,2,Friday,>30,3902.104833,1
3676,Collision,Male,27,Married,4,2 to 4,400,4 to 8,Sedan,Hyundai,6,20000 to 29000,External,16,2021,May,3,Sunday,2,Urban,Policyholder,>30,No,No,May,3,Monday,>30,6864.350133,1
3684,All Perils,Male,50,Married,1,0,400,0,Sedan,Saab,7,30000 to 39000,External,4,2021,May,3,Sunday,1,Urban,Policyholder,>30,No,No,May,4,Wednesday,>30,7250.034243,1
3694,All Perils,Male,25,Single,2,0,400,0,Sedan,Hyundai,6,20000 to 29000,External,3,2021,May,3,Sunday,1,Urban,Policyholder,>30,No,No,Jun,1,Friday,>30,1908.673469,1
3725,All Perils,Male,30,Single,3,0,400,0,Sedan,Chevrolet,6,20000 to 29000,External,14,2021,May,3,Monday,1,Urban,Policyholder,>30,No,No,May,4,Tuesday,>30,9185.71198,1
3726,All Perils,Male,66,Single,4,1,400,0,Sedan,Hyundai,>7,<20000,External,8,2021,May,3,Monday,1,Urban,Policyholder,>30,No,No,May,3,Tuesday,>30,5471.586665,1
3773,Collision,Male,42,Married,1,2 to 4,400,0,Sedan,Honda,>7,40000 to 59000,External,10,2021,May,3,Wednesday,3 to 4,Urban,Policyholder,>30,No,No,Jun,5,Tuesday,>30,78989.11144,1
3786,All Perils,Male,67,Married,2,1,400,0,Sedan,Mazda,>7,30000 to 39000,External,4,2021,May,3,Wednesday,1,Rural,Policyholder,>30,No,No,Oct,1,Tuesday,>30,55087.39834,1
3801,Collision,Male,26,Single,1,2 to 4,400,0,Sedan,Chevrolet,6,20000 to 29000,External,1,2021,May,3,Thursday,1,Urban,Policyholder,>30,No,No,May,3,Friday,>30,3102.546862,1
3834,All Perils,Male,66,Single,1,1,400,0,Sedan,Hyundai,>7,20000 to 29000,External,2,2021,May,4,Saturday,1,Urban,Policyholder,>30,No,No,May,4,Thursday,>30,5675.643265,1
3857,All Perils,Male,17,Single,1,2 to 4,400,0,Sedan,Honda,0,>69000,External,3,2021,May,4,Saturday,1,Urban,Policyholder,>30,No,No,May,4,Tuesday,>30,65937.52102,1
3885,All Perils,Male,65,Married,2,1,400,0,Sedan,Toyota,>7,20000 to 29000,External,15,2021,May,4,Monday,1,Urban,Policyholder,>30,No,No,May,4,Tuesday,>30,1090.172834,1
3927,Collision,Male,32,Single,1,2 to 4,400,0,Sedan,Mazda,6,20000 to 29000,External,2,2021,May,4,Monday,1,Urban,Policyholder,>30,No,No,May,4,Tuesday,>30,2922.357319,1
3940,Liability,Male,45,Married,1,2 to 4,400,0,Sport,Acura,7,40000 to 59000,External,8,2021,May,4,Tuesday,1,Urban,Policyholder,>30,No,No,May,4,Tuesday,>30,55591.40571,1
3979,Collision,Male,26,Married,3,0,500,2 to 3,Sedan,Hyundai,7,>69000,External,3,2021,May,1,Friday,1,Urban,Third Party,>30,No,No,May,2,Monday,>30,99266.01895,1
3995,All Perils,Female,22,Single,2,1,400,0,Sedan,Toyota,5,<20000,External,6,2021,May,4,Thursday,1,Urban,Policyholder,>30,No,No,Jun,1,Monday,>30,4191.316942,1
4030,All Perils,Male,40,Married,1,2 to 4,500,2 to 3,Sedan,Hyundai,7,30000 to 39000,External,12,2021,May,4,Friday,1,Urban,Policyholder,>30,No,No,Jun,1,Monday,>30,59446.60799,1
4088,All Perils,Male,35,Married,3,0,400,0,Sedan,Honda,6,20000 to 29000,External,9,2021,May,5,Sunday,1,Rural,Policyholder,>30,No,No,May,5,Tuesday,>30,5156.835027,1
4089,All Perils,Male,34,Single,4,1,400,0,Sedan,Toyota,6,20000 to 29000,External,10,2021,May,5,Sunday,1,Urban,Policyholder,>30,No,No,Jun,1,Monday,>30,8305.684419,1
4095,All Perils,Male,37,Married,4,2 to 4,400,0,Utility,Chevrolet,7,>69000,External,3,2021,May,5,Monday,1,Urban,Policyholder,>30,No,No,Jun,1,Wednesday,>30,69127.72128,1
4103,Collision,Male,39,Single,4,2 to 4,400,0,Sedan,Chevrolet,7,30000 to 39000,External,12,2021,May,5,Monday,1,Urban,Policyholder,>30,No,No,Jun,1,Thursday,>30,26583.65067,1
4146,Collision,Male,43,Married,3,1,400,0,Sedan,Acura,7,40000 to 59000,External,5,2021,Jun,1,Wednesday,1,Urban,Policyholder,>30,No,No,Jun,2,Friday,>30,38548.23536,1
4165,Collision,Male,67,Married,3,2 to 4,400,0,Sedan,Ford,7,40000 to 59000,External,8,2021,Jun,1,Wednesday,1,Rural,Policyholder,>30,No,No,Jun,1,Thursday,>30,26408.09212,1
4173,All Perils,Male,37,Married,2,2 to 4,400,0,Sedan,Toyota,6,>69000,External,5,2021,Jun,1,Wednesday,1,Urban,Policyholder,>30,No,No,Jun,2,Thursday,>30,57426.14892,1
4176,All Perils,Male,32,Single,4,0,400,0,Sedan,Mazda,7,20000 to 29000,External,16,2021,Jun,1,Thursday,1,Urban,Policyholder,>30,No,No,Jun,1,Friday,>30,5496.991448,1
4203,Collision,Male,53,Married,1,2 to 4,400,0,Sedan,Mazda,7,>69000,External,15,2021,Jun,1,Friday,1,Urban,Policyholder,>30,No,No,Jul,1,Monday,>30,69505.82578,1
4223,All Perils,Male,25,Single,4,0,400,0,Sedan,Honda,0,>69000,External,5,2021,Jun,1,Friday,1,Urban,Policyholder,>30,No,No,Jun,5,Wednesday,>30,87808.1069,1
4267,Liability,Male,26,Single,2,2 to 4,400,0,Sport,Mazda,6,30000 to 39000,External,8,2021,Jun,1,Sunday,1,Urban,Policyholder,>30,No,No,Jun,3,Tuesday,>30,53613.85824,1
4309,All Perils,Male,43,Married,1,1,400,0,Sedan,Hyundai,7,<20000,External,11,2021,Jun,1,Monday,1,Urban,Policyholder,>30,No,No,Jun,2,Monday,>30,1100.788244,1
4335,All Perils,Male,40,Married,3,1,400,0,Sedan,Toyota,7,20000 to 29000,External,14,2021,Jun,1,Monday,1,Urban,Policyholder,>30,No,No,Jun,2,Tuesday,>30,1211.623673,1
4338,All Perils,Male,61,Married,1,1,400,0,Sedan,Hyundai,>7,<20000,External,3,2021,Jun,2,Tuesday,1,Urban,Policyholder,>30,No,No,Jun,2,Wednesday,>30,9688.488701,1
4356,Collision,Male,30,Married,3,2 to 4,400,0,Sedan,Honda,7,30000 to 39000,External,6,2021,Jun,2,Tuesday,1,Urban,Policyholder,>30,No,No,Jun,4,Wednesday,>30,12019.24413,1
4361,All Perils,Male,63,Married,2,0,400,0,Sedan,Toyota,7,20000 to 29000,External,7,2021,Jun,2,Wednesday,1,Rural,Policyholder,>30,No,No,Jun,2,Monday,>30,4392.876957,1
4376,All Perils,Female,45,Married,1,1,400,0,Sedan,Hyundai,>7,20000 to 29000,External,7,2021,Jun,2,Wednesday,1,Urban,Policyholder,>30,No,No,Jul,1,Tuesday,>30,3161.763273,1
4396,Collision,Male,34,Single,4,2 to 4,400,0,Sedan,Hyundai,6,20000 to 29000,External,12,2021,Jun,2,Friday,1,Urban,Policyholder,>30,No,No,Jun,3,Tuesday,>30,5377.557038,1
4398,All Perils,Male,35,Single,1,1,400,0,Sedan,Toyota,6,20000 to 29000,External,7,2021,Jun,2,Friday,1,Urban,Policyholder,>30,No,No,Jun,3,Monday,>30,8531.179538,1
4463,Collision,Male,54,Married,1,1,400,0,Sedan,Toyota,7,20000 to 29000,External,8,2021,Jun,2,Monday,1,Urban,Policyholder,>30,No,No,Jun,4,Monday,>30,1444.49652,1
4469,All Perils,Male,64,Married,1,1,400,0,Sedan,VW,>7,>69000,External,7,2021,Jun,2,Monday,1,Urban,Policyholder,>30,No,No,Jun,5,Wednesday,>30,50653.91045,1
4542,Collision,Male,55,Married,3,1,400,0,Sedan,Honda,7,30000 to 39000,External,6,2021,Jun,3,Friday,1,Urban,Policyholder,>30,No,No,Jun,3,Monday,>30,15855.20637,1
4546,All Perils,Male,20,Single,2,>4,400,0,Sedan,Honda,4,20000 to 29000,External,6,2021,Jun,3,Friday,1,Rural,Policyholder,>30,No,No,Jun,4,Friday,>30,13362.20062,1
4562,Collision,Male,35,Married,3,0,400,0,Sport,Mazda,3,>69000,External,11,2021,Jun,3,Saturday,1,Urban,Policyholder,>30,No,No,Jun,3,Monday,>30,50934.40722,1
4590,All Perils,Male,40,Married,3,2 to 4,400,0,Sedan,Hyundai,>7,20000 to 29000,External,9,2021,Jun,3,Monday,1,Urban,Policyholder,>30,No,No,Jul,1,Monday,>30,4810.881831,1
4597,All Perils,Male,44,Married,3,2 to 4,400,0,Sedan,Acura,6,20000 to 29000,External,14,2021,Jun,3,Monday,1,Urban,Policyholder,>30,No,No,Jun,4,Monday,>30,4210.533726,1
4650,Collision,Female,34,Married,4,0,400,0,Sedan,Toyota,7,20000 to 29000,External,16,2021,Jun,4,Wednesday,1,Urban,Policyholder,>30,No,No,Jun,4,Monday,>30,9376.904295,1
4656,Collision,Male,16,Single,4,0,400,0,Sedan,Honda,0,>69000,External,15,2021,Jun,4,Wednesday,1,Urban,Policyholder,>30,No,No,Jun,4,Friday,>30,50811.16693,1
4661,Collision,Male,26,Single,1,0,400,0,Sedan,Toyota,5,20000 to 29000,External,9,2021,Jun,4,Thursday,1,Urban,Policyholder,>30,No,No,Jul,1,Monday,>30,6029.659299,1
4667,All Perils,Male,39,Married,4,1,400,0,Sedan,Hyundai,7,20000 to 29000,External,10,2021,Jun,4,Thursday,1,Urban,Policyholder,>30,No,No,Jun,4,Monday,>30,2794.041401,1
4717,Collision,Female,40,Married,2,2 to 4,400,0,Sport,Honda,6,>69000,External,12,2021,Jun,4,Sunday,1,Urban,Policyholder,>30,No,No,Oct,4,Tuesday,>30,87808.1069,1
4727,All Perils,Male,41,Married,4,0,400,0,Sedan,Toyota,6,<20000,External,13,2021,Jun,4,Monday,1,Urban,Policyholder,>30,No,No,Jul,3,Thursday,>30,1632.527,1
4776,Collision,Female,49,Married,3,0,400,0,Sedan,Mazda,>7,20000 to 29000,External,2,2021,Jun,5,Tuesday,1,Urban,Policyholder,>30,No,No,Jun,5,Tuesday,>30,2002.815587,1
4795,Collision,Male,32,Married,4,2 to 4,500,2 to 3,Sedan,Chevrolet,6,20000 to 29000,External,9,2021,Dec,4,Friday,1,Urban,Third Party,>30,No,No,Dec,5,Thursday,>30,9420.044042,1
4818,Collision,Male,50,Married,1,1,400,0,Sedan,Chevrolet,>7,30000 to 39000,External,1,2021,Jul,1,Saturday,1,Urban,Policyholder,>30,No,No,Jul,2,Friday,>30,82762.9469,1
4832,All Perils,Male,40,Married,1,0,400,0,Sedan,Toyota,7,>69000,External,3,2021,Jul,1,Saturday,1,Urban,Policyholder,>30,No,No,Jul,3,Thursday,>30,55894.14284,1
4846,All Perils,Male,43,Married,2,0,500,2 to 3,Sedan,Ford,>7,<20000,External,16,2021,Jul,1,Sunday,1,Urban,Policyholder,>30,No,No,Jul,4,Wednesday,>30,699.2198306,1
4899,All Perils,Male,29,Married,2,0,400,0,Sedan,Honda,6,<20000,External,16,2021,Jul,1,Tuesday,1,Urban,Policyholder,>30,No,No,Nov,3,Thursday,>30,4905.339641,1
4969,Collision,Male,39,Married,3,0,400,0,Sedan,Hyundai,7,20000 to 29000,External,6,2021,Jul,2,Friday,1,Urban,Policyholder,>30,Yes,No,Jul,2,Tuesday,>30,3966.086511,1
5019,Collision,Male,46,Married,1,0,400,0,Sport,Honda,7,>69000,External,9,2021,Jul,2,Sunday,1,Urban,Policyholder,>30,No,No,Oct,2,Monday,>30,84964.75358,1
5050,Collision,Male,40,Married,4,1,500,2 to 3,Sedan,Toyota,7,20000 to 29000,External,3,2021,Nov,2,Saturday,1,Urban,Third Party,>30,No,No,Nov,3,Tuesday,>30,9482.474736,1
5061,All Perils,Male,20,Single,4,2 to 4,400,0,Sedan,Honda,0,>69000,External,7,2021,Jul,2,Tuesday,1,Urban,Policyholder,>30,No,No,Aug,2,Tuesday,>30,65677.76153,1
5080,Collision,Male,48,Married,4,0,400,0,Sedan,Toyota,7,20000 to 29000,External,6,2021,Jul,3,Thursday,1,Rural,Policyholder,>30,No,No,Jul,3,Monday,>30,7264.902381,1
5084,All Perils,Male,31,Single,3,2 to 4,400,0,Sedan,Ram,5,20000 to 29000,External,10,2021,Jul,3,Thursday,1,Urban,Policyholder,>30,No,No,Sep,2,Thursday,>30,1222.099329,1
5093,All Perils,Male,52,Married,1,0,400,0,Sedan,Hyundai,6,<20000,External,10,2021,Jul,3,Friday,1,Rural,Policyholder,>30,No,No,Jul,4,Friday,>30,1454.058812,1
5102,Collision,Male,26,Single,3,2 to 4,400,0,Sedan,Mazda,6,20000 to 29000,External,8,2021,Jul,3,Friday,1,Urban,Policyholder,>30,No,No,Jul,3,Friday,>30,1807.048915,1
5113,All Perils,Female,27,Single,4,1,400,0,Sedan,Toyota,6,<20000,External,13,2021,Jul,3,Saturday,1,Urban,Policyholder,>30,No,No,Jul,3,Monday,>30,5478.18095,1
5167,Collision,Male,61,Married,1,0,400,4 to 8,Sedan,Chevrolet,>7,30000 to 39000,External,10,2021,Jul,3,Monday,3 to 4,Urban,Policyholder,>30,No,No,Aug,1,Wednesday,>30,4539.713434,1
5178,All Perils,Male,37,Married,2,0,700,0,Sedan,Toyota,7,<20000,External,13,2021,Jul,3,Tuesday,1,Urban,Policyholder,>30,No,No,Mar,4,Monday,>30,6193.206104,1
5181,All Perils,Male,28,Married,2,>4,400,0,Sedan,Hyundai,7,30000 to 39000,External,1,2021,Jul,3,Tuesday,1,Urban,Policyholder,>30,No,No,Aug,1,Tuesday,>30,94228.69449,1
5220,All Perils,Male,36,Married,2,0,400,0,Utility,Acura,>7,>69000,External,1,2021,Jul,3,Wednesday,1,Urban,Policyholder,>30,No,No,Aug,1,Tuesday,>30,62457.76232,1
5229,All Perils,Male,33,Single,3,0,400,0,Sedan,Toyota,6,20000 to 29000,External,12,2021,Jul,4,Thursday,1,Rural,Policyholder,>30,No,No,Aug,1,Monday,>30,3497.33513,1
5274,All Perils,Male,55,Married,1,2 to 4,400,0,Sedan,Acura,>7,30000 to 39000,External,1,2021,Jul,4,Saturday,1,Urban,Policyholder,>30,No,No,Aug,4,Tuesday,>30,68328.68813,1
5290,All Perils,Male,51,Married,2,0,400,0,Sedan,Acura,>7,20000 to 29000,External,14,2021,Jul,4,Sunday,3 to 4,Urban,Policyholder,>30,No,No,Jul,5,Friday,>30,6552.179432,1
5295,Collision,Male,19,Married,4,0,400,0,Sport,Honda,2,>69000,External,13,2021,Jul,4,Sunday,1,Urban,Policyholder,>30,No,No,Jul,5,Friday,>30,67101.08283,1
5303,All Perils,Male,44,Single,4,1,400,0,Sedan,Honda,7,30000 to 39000,External,11,2021,Jul,4,Monday,1,Urban,Policyholder,>30,No,No,Aug,1,Tuesday,>30,20290.0755,1
5305,All Perils,Male,42,Married,4,0,500,2 to 3,Sedan,Chevrolet,7,20000 to 29000,External,1,2021,Jan,5,Friday,1,Rural,Third Party,>30,No,No,Jan,5,Monday,>30,1603.809268,1
5356,Collision,Female,43,Married,2,1,400,2 to 3,Sport,Honda,4,>69000,External,9,2021,Jan,1,Thursday,2,Urban,Third Party,>30,No,No,Jan,2,Thursday,>30,64716.40829,1
5361,All Perils,Male,32,Married,3,0,400,0,Sedan,Hyundai,7,30000 to 39000,External,10,2021,Jul,5,Friday,1,Urban,Policyholder,>30,No,No,Aug,3,Thursday,>30,6876.408917,1
5363,Collision,Female,54,Married,4,2 to 4,400,0,Sedan,Honda,5,20000 to 29000,External,4,2021,Jul,5,Friday,1,Urban,Policyholder,>30,No,No,Aug,1,Wednesday,>30,8459.701235,1
5412,All Perils,Male,34,Single,2,1,400,0,Sedan,Honda,7,20000 to 29000,External,15,2021,Aug,1,Monday,1,Urban,Policyholder,>30,No,No,Aug,1,Wednesday,>30,6164.865905,1
5435,All Perils,Male,48,Single,4,2 to 4,400,0,Sedan,Hyundai,7,<20000,External,1,2021,Aug,1,Monday,1,Rural,Policyholder,>30,No,No,Aug,1,Monday,>30,4943.477594,1
5451,All Perils,Male,28,Married,2,1,400,0,Utility,Acura,7,>69000,External,2,2021,Aug,1,Monday,1,Urban,Policyholder,>30,No,No,Aug,5,Wednesday,>30,52821.21661,1
5458,Collision,Male,26,Single,3,0,400,2 to 3,Sedan,Saab,5,30000 to 39000,External,4,2021,Aug,1,Tuesday,1,Urban,Policyholder,>30,No,No,Aug,1,Friday,>30,5408.252398,1
5474,All Perils,Male,37,Married,2,1,400,0,Sedan,Hyundai,5,20000 to 29000,External,4,2021,Aug,1,Tuesday,1,Rural,Policyholder,>30,No,No,Aug,2,Thursday,>30,2030.40158,1
5479,Collision,Male,27,Single,2,2 to 4,400,0,Sedan,VW,6,40000 to 59000,External,7,2021,Aug,1,Wednesday,1,Urban,Policyholder,>30,No,No,Aug,2,Monday,>30,54863.31039,1
5495,Collision,Male,38,Married,1,1,400,0,Sedan,Toyota,7,20000 to 29000,External,14,2021,Aug,1,Thursday,3 to 4,Urban,Policyholder,>30,No,No,Aug,2,Monday,>30,6223.272058,1
5498,All Perils,Male,40,Married,4,0,400,0,Sedan,Hyundai,5,20000 to 29000,External,8,2021,Aug,1,Thursday,1,Urban,Policyholder,>30,No,No,Sep,1,Thursday,>30,2021.028928,1
